,device_number,device_description,site,work_order_number,work_order_priority_description,wo_type_description,problem_reported,lot_year,num_parts_from_storeroom,num_parts_from_po,repair_part_number,repair_part_name,repair_part_stocktype,total_parts_used
58384,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7032982,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,178791,"OIL, CYCLE, 2, BSA",CONSUMABLE,2.0
58385,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033244,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,178791,"OIL, CYCLE, 2, BSA",CONSUMABLE,2.0
58386,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033244,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,WD-40,"WD-40, 16 OZ CAN",CONSUMABLE,2.0
58387,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033262,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,178791,"OIL, CYCLE, 2, BSA",CONSUMABLE,2.0
58388,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033262,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,WD-40,"WD-40, 16 OZ CAN",CONSUMABLE,2.0
58389,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033283,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,4.0,0.0,178791,"OIL, CYCLE, 2, BSA",CONSUMABLE,4.0
58390,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033283,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,WD-40,"WD-40, 16 OZ CAN",CONSUMABLE,2.0
58391,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033291,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,178791,"OIL, CYCLE, 2, BSA",CONSUMABLE,2.0
58392,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033291,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,WD-40,"WD-40, 16 OZ CAN",CONSUMABLE,2.0
58393,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033294,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,WD-40,"WD-40, 16 OZ CAN",CONSUMABLE,2.0
58394,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7033294,PMCS,Preventive PM,2015-09-01 00:00:00,7.0,2.0,0.0,178791,"OIL, CYCLE, 2, BSA",CONSUMABLE,2.0
58403,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Carson, CO",7034193,Corrective Maintenance,Corrective COR,2015-09-02 00:05:17,7.0,1.0,0.0,8443-1-W,MODULE DUAL FIBER,CONSUMABLE,1.0
58404,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Carson, CO",7034198,Corrective Maintenance,Corrective COR,2015-09-02 00:05:51,7.0,1.0,0.0,8480-4-W,"ICONVERTER, 4 PORT SERVICE MODULE",CONSUMABLE,1.0
58405,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Carson, CO",7034200,Corrective Maintenance,Corrective COR,2015-09-02 00:05:27,7.0,1.0,0.0,1A377,"PADLOCK, DIFFERENT KEY, MASTER LOCK",CONSUMABLE,1.0
58408,DRTS,Digital Multi-Purpose Range Complex (DMPRC) - GDIT,"Ft Hood, TX",7035937,Corrective Maintenance,Corrective COR,2015-09-02 14:40:25,7.0,1.0,0.0,88918,"KEY,  MOTOR SMALL, MEGGITT",CONSUMABLE,1.0
