,device_number,device_description,site,work_order_number,work_order_priority_description,wo_type_description,problem_reported,lot_year,num_parts_from_storeroom,num_parts_from_po,repair_part_number,repair_part_name,repair_part_stocktype,total_parts_used
90356,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6734133,System - Device Degraded,Corrective COR,2015-03-16 15:40:00,6.0,1.0,0.0,5421100,"DRAIN COCK,  3/8"" , JUN AIR",CONSUMABLE,1.0
90363,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6734361,System - Device Degraded,Corrective COR,2015-03-16 15:43:00,6.0,1.0,0.0,5421100,"DRAIN COCK,  3/8"" , JUN AIR",CONSUMABLE,1.0
90503,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5894614,System - Device Degraded,Corrective COR,2013-08-20 11:39:00,5.0,1.0,0.0,921340202-8,PRINTER HP,REPAIRABLE,1.0
90840,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6416928,System - Device Degraded,Corrective COR,2014-08-12 12:41:00,6.0,1.0,0.0,5421100,"DRAIN COCK,  3/8"" , JUN AIR",CONSUMABLE,1.0
92551,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6342697,System - Device Degraded,Corrective COR,2014-06-23 10:52:00,6.0,2.0,0.0,5412000,FILTER,CONSUMABLE,2.0
92775,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5190096,System - Device Degraded,Corrective COR,2012-05-01 12:04:00,4.0,1.0,0.0,921340380,AUTO TRACKER,REPAIRABLE,1.0
93030,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5505523,System - Device Degraded,Corrective COR,2012-11-27 12:20:00,4.0,1.0,0.0,921340246-009,"LCD, 19 IN. WITH MICROPHONE",REPAIRABLE,1.0
93111,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6630044,System - Device Degraded,Corrective COR,2015-01-07 13:40:00,6.0,1.0,0.0,921340246-009,"LCD, 19 IN. WITH MICROPHONE",REPAIRABLE,1.0
93123,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6329655,System - Device Degraded,Corrective COR,2014-06-10 13:15:00,6.0,1.0,0.0,6LR61,"BATTERY, BLOCK",CONSUMABLE,1.0
93137,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6058369,System - Device Degraded,Corrective COR,2013-12-16 13:50:00,5.0,1.0,0.0,921340047,"CABLE, AC POWER MONITOR",CONSUMABLE,1.0
93146,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6406959,System - Device Degraded,Corrective COR,2014-08-05 08:37:00,6.0,1.0,0.0,921340381,"COMPUTER, EST",REPAIRABLE,1.0
93147,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6406959,System - Device Degraded,Corrective COR,2014-08-05 08:37:00,6.0,1.0,0.0,921340042,CABLE,CONSUMABLE,1.0
93160,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6058237,System - Device Degraded,Corrective COR,2013-12-16 13:55:00,5.0,1.0,0.0,921340246-009,"LCD, 19 IN. WITH MICROPHONE",REPAIRABLE,1.0
93164,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5429602,System - Device Degraded,Corrective COR,2012-10-09 10:56:00,4.0,1.0,0.0,921340246-009,"LCD, 19 IN. WITH MICROPHONE",REPAIRABLE,1.0
93195,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6637473,System - Device Degraded,Corrective COR,2015-01-12 10:37:00,6.0,1.0,0.0,6LR61,"BATTERY, BLOCK",CONSUMABLE,1.0
93373,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5613982,System - Device Degraded,Corrective COR,2013-02-11 16:16:00,4.0,1.0,0.0,921340202-8,PRINTER HP,REPAIRABLE,1.0
93493,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5613921,System - Device Degraded,Corrective COR,2013-02-11 16:14:00,4.0,1.0,0.0,921340202-8,PRINTER HP,REPAIRABLE,1.0
93515,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5613129,System - Device Degraded,Corrective COR,2013-02-11 16:17:00,4.0,1.0,0.0,KQ2P-13,CONNECTOR,CONSUMABLE,1.0
93516,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5613129,System - Device Degraded,Corrective COR,2013-02-11 16:17:00,4.0,1.0,0.0,KQ2P-16,CONNECTOR,CONSUMABLE,1.0
93871,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6418166,System - Device Degraded,Corrective COR,2014-08-13 14:20:00,6.0,1.0,0.0,5421100,"DRAIN COCK,  3/8"" , JUN AIR",CONSUMABLE,1.0
95692,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5743508,System - Device Degraded,Corrective COR,2013-05-08 14:02:00,5.0,1.0,0.0,5421100,"DRAIN COCK,  3/8"" , JUN AIR",CONSUMABLE,1.0
95701,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5743491,System - Device Degraded,Corrective COR,2013-05-08 14:06:00,5.0,1.0,0.0,5421100,"DRAIN COCK,  3/8"" , JUN AIR",CONSUMABLE,1.0
96189,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,6185409,System - Device Degraded,Corrective COR,2014-03-18 13:06:00,5.0,1.0,0.0,921340380,AUTO TRACKER,REPAIRABLE,1.0
96232,EST,Engagement Skills Trainer (EST) 2000,Warfighter Support Center,5649291,System - Device Degraded,Corrective COR,2013-03-06 12:42:00,4.0,1.0,0.0,ESTSYS-KEYS,"EST SYSTEM KEYS, AUTO TRACKER & COMPUTER",REPAIRABLE,1.0
