,rmse_tsb,rmse_ses,rmse_dotm,rmse_rf,rmse_svr,rmse_mlp,mae_tsb,mae_ses,mae_dotm,mae_rf,mae_svr,mae_mlp
304,0.13736056394868904,0.13736056394868904,0.13736056394868904,0.14285714285714285,0.14285714285714285,0.1625775694993416,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.02040816326530612,0.02040816326530612,0.04088198074736656
305,2.632807291713941e-08,0.0035335614092917708,0.005829878550361949,0.004740757294932339,0.01,0.008232334561554588,2.6328072917139408e-08,0.0035335614092917695,0.005822982918194834,0.00474075729493234,0.01,0.008232334561554588
306,0.27472112789737807,0.27472112789737807,0.27472112789737807,0.2857142857142857,0.2857142857142857,0.2961026696169775,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.04081632653061224,0.04081632653061224,0.061290144012672666
307,0.21069882075758767,0.17495344095430843,0.18646947642623693,0.17338943446369345,0.14177446878757824,0.15891250411859315,0.1918319895348266,0.1428588259268202,0.15964004668520487,0.07159414484318995,0.03000000000000001,0.0782370447836565
308,2.7996809277222746e-12,0.0035335614590277296,0.002584165236507135,0.0036235743128250194,0.01,0.004905333582179816,2.799680927722274e-12,0.0035335614590277288,0.002581495424310072,0.0036235743128250194,0.01,0.004905333582179816
309,1.6147430747201746e-23,0.007067135548887683,0.010373791070574625,0.010304596519732014,0.01,0.010295558695612272,1.614743074720175e-23,0.0070671355488876805,0.010343071222506791,0.010304596519732014,0.01,0.010295558695612272
310,7.880401239278955e-14,0.0035335614431175797,0.0013118955852900378,0.0025376445441255236,0.01,0.008332432956941083,7.88040123927896e-14,0.0035335614431175814,0.0013108389065558503,0.002537644544125524,0.01,0.008332432956941083
311,1.2433080910244737e-10,0.003533561462740714,0.003933210337956741,0.00399214273813364,0.01,0.0054825230974753225,1.2433080910244737e-10,0.0035335614627407153,0.003928796739457043,0.003992142738133641,0.01,0.0054825230974753225
312,0.30544914363655074,0.3018867998148546,0.31372566473030195,0.3162009372967963,0.31767330157035895,0.3250365673160078,0.06593213736193149,0.10887392521387995,0.18992318526944618,0.11868698772526252,0.07040816326530612,0.1371711513871464
313,0.003417209906027723,0.08480563756455647,0.13391404170056317,0.10003307279282728,0.009999999999999997,0.10516972905811361,0.003417209906027724,0.08480563756455643,0.13385486408227773,0.10003307279282728,0.009999999999999997,0.10516972905811361
314,1.1784283465401244,1.165058135150822,1.169493150067281,1.2094366898284163,1.2266172165424583,1.2148030254949138,0.2760498764278326,0.335822381422248,0.31299244908909035,0.33119439649492505,0.293673469387755,0.3766808930491985
315,0.13736056392524543,0.13705149834588579,0.13636086837808367,0.14227402220228286,0.14177446878757824,0.15461381051909737,0.018867924692533365,0.05287019071348854,0.04595055372124755,0.05542935438541127,0.03,0.0698664474710482
316,3.196670515523919e-17,0.003533561468697009,0.0014783528463489617,0.002538876442973131,0.01,0.006825890737613749,3.19667051552392e-17,0.003533561468697009,0.001475666000873803,0.002538876442973131,0.01,0.006825890737613749
317,1.1138771089843294e-21,0.0035335613991146495,0.005155730163549656,0.004379883030621808,0.01,0.00241070366847862,1.1138771089843292e-21,0.003533561399114649,0.005148371172161374,0.004379883030621808,0.01,0.00241070366847862
318,0.19422147203400073,0.2049090575254136,0.20896413757597515,0.21743537449575373,0.20028445787460739,0.21800189006434004,0.03790615825378295,0.1422761470501744,0.1519842123584177,0.16061774841833742,0.04988073405895737,0.14928093301086987
319,4.460149039706136e-06,0.0035335614683008765,0.007632484050217928,0.0029105617902551164,0.01,0.004809088240697923,4.460149039706135e-06,0.003533561468300877,0.00762318700010669,0.002910561790255116,0.01,0.004809088240697923
320,0.19425717247145077,0.19360178518520682,0.19414037684979404,0.20161406690435832,0.20024984394500786,0.23172284106250832,0.03773584905661357,0.04100272666692767,0.038285300870557135,0.0436109222068423,0.05,0.06828994954994454
321,1.3093562431587922e-17,0.003533561419144157,0.0017977337028543313,0.0014493416469338089,0.01,0.002953631981070237,1.3093562431587922e-17,0.0035335614191441566,0.0017946478527350509,0.0014493416469338089,0.01,0.002953631981070237
322,8.543948143683697e-12,0.003533561492329651,0.002981278179887289,0.001818210564896907,0.01,0.0046555065671096685,8.543948143683696e-12,0.00353356149232965,0.002978097150467677,0.001818210564896907,0.01,0.0046555065671096685
323,1.242570586198273e-25,0.014134272866860904,0.03567729183010341,0.014546730497765798,0.01,0.008275505088228496,1.2425705861982735e-25,0.0141342728668609,0.03562862863016502,0.014546730497765796,0.01,0.008275505088228496
324,9.755464219737796e-16,0.028268544467344944,0.007995808333903988,0.03198161432645995,0.01,0.027437622444281162,9.755464219737792e-16,0.028268544467344944,0.007978989528017904,0.031981614326459955,0.01,0.027437622444281162
325,2.2181357553724877e-15,0.007067130488913903,0.005016598443749116,0.004781016343151997,0.01,0.011542455738816848,2.218135755372488e-15,0.007067130488913901,0.004995311988928152,0.004781016343151998,0.01,0.011542455738816848
326,3.565569890607666e-05,0.06000361463822405,0.01739047254600294,0.16369986526533467,0.009999999999999997,0.15672851588786585,3.565569890607666e-05,0.06000361463822405,0.014654061398818023,0.16369986526533464,0.009999999999999997,0.15672851588786585
327,1.0273710015274846e-23,0.0035335668969455414,0.0068367692516553,0.0032635715164326708,0.01,0.005745488833921453,1.027371001527485e-23,0.0035335668969455405,0.0068272629470302396,0.0032635715164326708,0.01,0.005745488833921453
328,1.960569174488583,1.9776852380619805,1.9712507897239988,1.831136806007846,1.8320552749882426,1.8577921972979687,0.8536987847656354,0.8059256343559759,0.8256763180143121,0.5778710219763735,0.5589795918367346,0.6441016252480684
329,5.814709794364934e-16,0.0035335615081910896,0.00044116867425689,0.0050912365191828025,0.01,0.004875591813662927,5.814709794364934e-16,0.00353356150819109,0.0004396606655918439,0.005091236519182803,0.01,0.004875591813662927
330,7.730941132800004,2.4045059764253556,4.681510801349142,0.9818616497345711,0.01,1.4422135027351302,7.730941132800005,2.4045059764253556,4.67551310349451,0.9818616497345711,0.01,1.4422135027351304
331,8.627182933488244e-08,0.03533567241955668,0.05435771595427093,0.029079961953888213,0.01,0.04198202381245831,8.627182933488245e-08,0.03533567241955667,0.054293948229593846,0.02907996195388821,0.01,0.0419820238124583
332,0.137360563948689,0.13691993515700912,0.13747208486363846,0.1427045354579815,0.14177446878757824,0.15741757702313078,0.018867924528302077,0.022268144034087865,0.019705918304416144,0.021383853541416573,0.030000000000000002,0.04238542569100456
333,1.7745086042373385e-15,0.0035335615541707615,4.455246762628004e-05,0.0050673648081624376,0.01,0.0035768037712884393,1.7745086042373381e-15,0.003533561554170761,4.150352352558624e-05,0.005067364808162438,0.01,0.0035768037712884393
334,0.13736056394862295,0.13607854749777135,0.1388794994963958,0.14127057544197044,0.14177446878757824,0.15527850234170237,0.018867924528764717,0.03926927768371152,0.027564479345257336,0.04096118254900845,0.03,0.05502074077187124
335,0.27472112789737807,0.27472112789737807,0.27472112789737807,0.2857142857142857,0.2857142857142857,0.2961026696169775,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.04081632653061224,0.04081632653061224,0.06129014401267269
336,5.350589176046334,5.374371656303122,5.5610541658274775,5.64081683176395,5.706495679792642,5.394465476281894,2.197344461428961,2.566473039069205,3.412321531187524,3.249556571141739,1.3343106118417962,2.4188177264810893
337,1.067993517960462e-10,0.035335685615776075,0.03060670489908018,0.03271545027308736,0.01,0.04434154061694984,1.0679935179604616e-10,0.03533568561577607,0.030573870193677487,0.03271545027308736,0.01,0.04434154061694983
338,1.067993517960462e-10,0.035335685615776075,0.03060670489908018,0.03271545027308736,0.01,0.04434154061694984,1.0679935179604616e-10,0.03533568561577607,0.030573870193677487,0.03271545027308736,0.01,0.04434154061694983
339,0.007555786372591445,0.035335693580155994,0.09397625311923337,0.036513714659106286,0.01,0.04342200194859602,0.0075557863725914465,0.035335693580156015,0.09385877689480729,0.03651371465910629,0.01,0.04342200194859602
340,1.0783978666860305e-08,0.00353356144992606,0.005514643171741919,0.003992568630031475,0.01,0.006180528563913046,1.0783978666860306e-08,0.00353356144992606,0.005508162704757462,0.003992568630031474,0.01,0.006180528563913046
341,1.3164036458569703e-07,0.014134266907818797,0.023634487984451107,0.011679533060631065,0.01,0.020755652990778306,1.3164036458569703e-07,0.014134266907818799,0.023606489895328278,0.011679533060631067,0.01,0.020755652990778303
342,2.2835963083295413e-06,0.003533561444831171,0.007398629352878464,0.00691991073426452,0.01,0.009250123776227803,2.283596308329542e-06,0.00353356144483117,0.007389647249604202,0.0069199107342645194,0.01,0.009250123776227803
343,5.363123171980443e-18,0.003533561406858538,0.002117208850066808,0.0036181371185309646,0.01,0.005056653342071393,5.3631231719804426e-18,0.003533561406858538,0.002113720521984322,0.003618137118530964,0.01,0.005056653342071393
344,2.9199620504805656e-22,0.0035335614825178006,0.005635923826585527,0.0032943850852821806,0.01,0.0023382104252035463,2.9199620504805647e-22,0.0035335614825177998,0.005627951479540054,0.003294385085282181,0.01,0.0023382104252035463
345,6.304320991423165e-14,0.003533561512990702,0.0012323097112469763,0.002176615201504441,0.01,0.004388988814984729,6.304320991423165e-14,0.0035335615129907017,0.001231351211180076,0.002176615201504441,0.01,0.004388988814984729
346,1.0474849945271011e-17,0.003533561413028322,0.0018775938715564313,0.003984332419843843,0.01,0.006104600602660382,1.0474849945271008e-17,0.0035335614130283235,0.0018744076563047857,0.003984332419843844,0.01,0.006104600602660382
347,0.0004153837486827871,0.035335676806057016,0.08407359849668136,0.029092444801142765,0.01,0.058483718861575,0.00041538374868278706,0.03533567680605702,0.08397006928961286,0.029092444801142762,0.01,0.058483718861574996
348,8.218969564935611e-24,0.0035335668537280567,0.0069168431919715955,0.0010896011848090554,0.01,0.006083902322172151,8.218969564935611e-24,0.0035335668537280567,0.006907234606890947,0.0010896011848090551,0.01,0.006083902322172152
349,0.2379154753822138,0.23495413446206292,0.2365766967545884,0.2571112250653981,0.24515301344262524,0.23453437743378064,0.05660377482696589,0.0691379358222742,0.061700058127421464,0.08293389811473548,0.07,0.08213794618532828
350,8.91140509487932e-22,0.007067135685982277,0.00962435075188738,0.010030129482394946,0.01,0.008615968768934891,8.91140509487932e-22,0.0070671356859822775,0.009595777709607392,0.010030129482394944,0.01,0.00861596876893489
351,8.218969564935611e-24,0.0035335668537280567,0.0069168431919715955,0.0010896011848090554,0.01,0.006083902322172151,8.218969564935611e-24,0.0035335668537280567,0.006907234606890947,0.0010896011848090551,0.01,0.006083902322172152
352,1.1629419588729867e-15,0.007067130414781946,0.000882338134853484,0.010182473038365605,0.01,0.007723218722490266,1.1629419588729867e-15,0.007067130414781947,0.0008793221202204856,0.010182473038365607,0.01,0.007723218722490266
353,0.5368709120000004,0.0706713686562024,0.21073074202589526,0.07259704252984905,0.01,0.06689677711785347,0.5368709120000004,0.0706713686562024,0.21045938550582738,0.07259704252984905,0.01,0.06689677711785347
354,5.226644772982054e-22,0.00011062159374767258,0.004773024417761696,0.01949413592633545,0.009999999999999997,0.013028236362177426,5.226644772982056e-22,0.00011062159374767255,0.004571345755354391,0.01949413592633545,0.009999999999999997,0.013028236362177426
355,0.1907678709615548,0.19628403156461527,0.27863259514569144,0.20630864676151658,0.20024984394500786,0.21682991329870846,0.08092007427533333,0.11614107395580003,0.26016953958984507,0.10940866178691568,0.049999999999999996,0.1363765735125107
356,1.0310862757589814,1.1235600340248606,1.3367428109894615,0.7617366571431894,0.5686521837841204,0.6625074585633572,0.9959183527490943,1.0940559446623248,1.3115742169587927,0.6378234956408578,0.17122448979591837,0.571961194269834
