,rmse_tsb,rmse_ses,rmse_dotm,rmse_knn,rmse_rf,rmse_svr,rmse_mlp,mae_tsb,mae_ses,mae_dotm,mae_knn,mae_rf,mae_svr,mae_mlp
898,0.17677665061659056,0.1767766952966369,0.18607282223467936,0.1889822365046136,0.1889822365046136,0.1889822365046136,0.2121307957669602,0.03125023695265625,0.03125,0.058011587695538006,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07227137067068308
899,8.42498333348461e-08,0.0,0.010221767668054996,0.0,0.0,0.0,0.004079580284259476,8.42498333348461e-08,1.479841438364382e-181,0.008920529232250434,0.0,0.0,0.0,0.004079580284259476
900,0.17676935667742077,0.17489431302961336,0.17703871912992278,0.1889822365046136,0.1866591523760556,0.18734993995195195,0.2068627769763082,0.03128894398164388,0.04391891159252237,0.03273088855468596,0.03571428571428571,0.04847359000506309,0.045000000000000005,0.08205602399965126
901,4.2124916667423053e-07,0.0,0.05110883834102669,0.0,0.0,0.0,0.004079580284259476,4.2124916667423053e-07,7.399060532530572e-181,0.044602646162113534,0.0,0.0,0.0,0.004079580284259476
902,8.42498333348461e-08,0.0,0.010221767668054996,0.0,0.0,0.0,0.004079580284259476,8.42498333348461e-08,1.479841438364382e-181,0.008920529232250434,0.0,0.0,0.0,0.004079580284259476
903,1.976423397734103,1.976423537605237,1.988156292898766,2.1128856368212916,2.1128856368212916,2.1128856368212916,2.118166100805086,0.46875051603022916,0.46875,0.5311937046237429,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.6047488753428206
904,1.172571303198119e-06,0.013513510088795803,0.02262590755061742,0.0,0.01640752913875791,0.009999999999999998,0.020787866923347994,1.172571303198119e-06,0.013513510088795803,0.022499018310107317,0.0,0.01640752913875791,0.01,0.020787866923347997
905,0.3535533905932738,1.9619406355004556,1.9646963416869256,0.0,0.028594028230214362,0.009999999999999998,0.08144248939171078,0.0625,1.9312499869187363,1.9341387301889068,0.0,0.02840672868758146,0.01,0.04513705507427721
906,0.1767766952966369,0.1767766952966369,0.1767766952966369,0.1889822365046136,0.1889822365046136,0.1889822365046136,0.21516882025833997,0.03125,0.03125,0.03125,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07144306965593272
907,0.0028823049869692416,0.013513506119073402,0.02351773795400722,0.0,0.01679456752272011,0.009999999999999998,0.020787866923347994,0.0028823049869692416,0.013513506119073402,0.023395686160119555,0.0,0.01679456752272011,0.01,0.020787866923347997
908,0.0028823049869692416,0.013513506119073402,0.02351773795400722,0.0,0.01679456752272011,0.009999999999999998,0.020787866923347994,0.0028823049869692416,0.013513506119073402,0.023395686160119555,0.0,0.01679456752272011,0.01,0.020787866923347997
909,2.8573037131897565e-06,0.013513506019491448,0.01734034783945846,0.0,0.005906239553222034,0.009999999999999998,0.020787866923347994,2.8573037131897565e-06,0.013513506019491448,0.01724181509345052,0.0,0.005906239553222033,0.01,0.020787866923347997
910,1.6849966666969221e-06,0.0,0.20443535338374552,0.0,0.0,0.0,0.004079580284259476,1.6849966666969221e-06,2.958708613503268e-180,0.17841058467095763,0.0,0.0,0.0,0.004079580284259476
911,8.42498333348461e-08,0.0,0.010221767668054996,0.0,0.0,0.0,0.004079580284259476,8.42498333348461e-08,1.479841438364382e-181,0.008920529232250434,0.0,0.0,0.0,0.004079580284259476
912,5.054990000090767e-07,0.0,0.06133060600665946,0.0,0.0,0.0,0.004079580284259476,5.054990000090767e-07,8.878893623993524e-181,0.053523175391588414,0.0,0.0,0.0,0.004079580284259476
913,0.5430802077495637,0.4506011823117006,0.4959947107753829,0.4644505202002531,0.4284689559931362,0.45945563554047875,0.4454672439528196,0.5113189792790445,0.20346009650147678,0.22941758836776244,0.22142857142857145,0.2330321071267289,0.15119081402115278,0.24840587040599618
914,2.187606422684354,2.6855231526463084,3.149341639125016,2.345207879911715,2.3434748719095895,2.3424864689348492,2.392314945006297,0.6257209598130902,2.2592893203909608,2.0635610245584033,0.6428571428571429,0.6506426208648374,0.6492857142857146,0.7558606428799706
915,1.684996666696922e-07,0.0,0.020443535335555783,0.0,0.0,0.0,0.004079580284259476,1.684996666696922e-07,2.9596113359149055e-181,0.01784105846386582,0.0,0.0,0.0,0.004079580284259476
916,4.2124916667423053e-07,0.0,0.05110883834102669,0.0,0.0,0.0,0.004079580284259476,4.2124916667423053e-07,7.399060532530572e-181,0.044602646162113534,0.0,0.0,0.0,0.004079580284259476
917,0.17677630808119935,0.1767766952966369,0.3556385194248955,0.1889822365046136,0.1889822365046136,0.1889822365046136,0.21213079576696023,0.03125205358968754,0.03125,0.263183760010812,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07227137067068305
918,0.17677659104374008,0.1767766952966369,0.20734528765335494,0.1889822365046136,0.1889822365046136,0.1889822365046136,0.21213079576696023,0.031250552889531255,0.03125,0.09369370462374291,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07227137067068305
919,4.2124916667423053e-07,0.0,0.05110883834102669,0.0,0.0,0.0,0.004079580284259476,4.2124916667423053e-07,7.399060532530572e-181,0.044602646162113534,0.0,0.0,0.0,0.004079580284259476
920,0.04672953062991336,0.10810810503941953,0.00555674879064643,0.0,0.08729406434308436,0.009999999999999998,0.08420555510781058,0.04672953062991336,0.10810810503941953,0.005264761443686972,0.0,0.08729406434308432,0.01,0.0842055551078106
921,1.8299406769667187e-06,0.013513511266723038,0.019982982985607155,0.0,0.010295390057385705,0.009999999999999998,0.020787866923347994,1.8299406769667187e-06,0.013513511266723038,0.019870272376623196,0.0,0.010295390057385707,0.01,0.020787866923347997
922,0.40875770525978583,0.2639462554596976,0.21183522443455366,0.19272482233188631,0.20090914168882573,0.18734993995195195,0.20805976337807627,0.4073071061518969,0.2466215865683128,0.11852247155110966,0.04285714285714286,0.11742819233634992,0.045000000000000005,0.1391862549348654
923,0.17672224782175452,0.17489431301441372,0.1754974754654245,0.0,0.015476644808280166,0.009999999999999998,0.09253523880904028,0.031540143600871394,0.04391891173303395,0.04101095849623186,0.0,0.0150524153926261,0.01,0.04782658592274754
924,2.5274950000453837e-07,0.0,0.030665303003106145,0.0,0.0,0.0,0.004079580284259476,2.5274950000453837e-07,4.439446811996762e-181,0.02676158769553801,0.0,0.0,0.0,0.004079580284259476
